mass1,mass2,spin1z,spin2z,match
75.94184920170508,5.255840905350947,0.35768033955815864,0.8422676652242145,0.9950151693734821
26.75969641990456,10.613902924655937,0.6220747026382059,0.7040670571791249,0.9995981809663167
55.91022526911697,4.131268089046026,0.7431555274418697,0.6518651077825834,0.9999180743601722
30.87765910103243,7.077167519940399,0.05798546145155687,0.4633398793476662,0.9935165104298211
43.64028649219278,6.898365328294663,0.20952114903686647,0.7439112605705581,0.9914907530438943
31.437642445956264,9.981685252588987,0.7690712273586666,0.9107592799584654,0.9962223724855901
100.54544513029002,2.3060746118931146,0.31027465868800397,0.8917213611099598,0.9903514405953436
133.4810754267006,4.10713802510037,0.4530131277201035,0.4665290922051573,0.9999862538420127
67.82946827869657,2.7187635559724472,0.9827452936710461,0.22234261954692025,0.9995091900436579
20.461530451940842,14.706262229536087,0.9646172954888098,0.04263821029280905,0.9966359136590287
43.00064635672466,5.03183510775712,0.42646715172609573,0.15103175447382475,0.9999999682863643
25.432749488819702,11.68301159596318,0.6577323382742443,0.10303937498911003,0.9957850410842712
34.848144708234635,5.018556522390142,0.7445888420611088,0.5635435614190797,0.999998958623561
146.42569093855144,3.3639899053801368,0.8035517456462226,0.43755914793755335,0.9999999989065
144.17421930221442,3.1589641443577134,0.5565413944953053,0.8325526357989889,0.9995808500800437
34.10046818796679,7.766675599449734,0.9063574795689735,0.8307041308233127,0.9955637346137497
24.868637975719178,9.957865097549117,0.025411533190017245,0.5863133665582593,0.9857156145248328
14.4043790938721,7.202015644753978,0.9330721467177764,0.7108931416824212,0.9936415008417071
83.56053027383935,3.8545456215478153,0.7782066291494326,0.6369752736004415,0.9999999864363921
22.251760900334396,9.067445742591461,0.36972977149652564,0.5603939395852732,0.9947211058049429
43.436802615021264,7.349429656034409,0.1760297345141454,0.12616627833974864,0.9993910961152807
15.062602332698344,11.15497326690147,0.7639513281221744,0.5068050181143164,0.9791948367421651
24.24818252918759,5.677823909290146,0.31344550384125625,0.1800588987558681,0.9985437193107571
96.02896262644144,2.256607844417157,0.7651775522370858,0.1825652271410032,0.9999999679606091
111.12903242132593,4.512169357003382,0.5793399031221579,0.7983252782444444,0.9977259722974006
107.36800550706523,3.903825182493624,0.6028787977572535,0.9168267512989748,0.9999999997721123
49.687791637873644,5.394092722125436,0.637930127231183,0.3405100815780624,0.9999810847508442
47.1422085547205,7.6587725904147295,0.9162738294151871,0.7786001567909784,0.9947413761404513
74.66872998529732,6.55271067818352,0.6739875325172425,0.17368538487520763,0.9988695197234199
87.2617487332549,4.043829496152282,0.8050818751053923,0.11075520412652341,0.999999999820612
23.359218753498176,7.042822008828398,0.6694367604112723,0.04260529992998171,0.9999999982009253
109.62109809047898,4.990278412525515,0.8860328646285341,0.4089911233794758,0.9999999999862614
78.37854497346773,5.465794267738058,0.9582114469138577,0.20573091050953274,0.997003391565979
86.52154175105929,2.5657526140554627,0.9529286964147827,0.17021040986639485,0.9999998603986805
17.078851158474283,7.110514758306006,0.14337069780762415,0.22158974331357703,0.9974407411005818
96.24734595471314,3.027950314059933,0.6862379875377579,0.26418207524338433,0.9999956547695233
27.648543962480034,8.427992842856327,0.9381195260129621,0.4941915135367873,0.999805862186337
102.6609803858985,4.549147436935743,0.369110262004851,0.8270660181311719,0.9999999999931374
174.32141449825951,3.7220133929725505,0.885934432053515,0.4116132223335303,0.9998367372632263
33.83901035550562,12.373110757027526,0.11707397119966084,0.32207029365438605,0.9923102607227174
